custid	region	townsize	gender	age	agecat	birthmonth	ed	edcat	jobcat	union	employ	empcat	retire	income	lninc	inccat	debtinc	creddebt	lncreddebt	othdebt	lnothdebt	default	jobsat	marital	spoused	spousedcat	reside	pets	pets_cats	pets_dogs	pets_birds	pets_reptiles	pets_small	pets_saltfish	pets_freshfish	homeown	hometype	address	addresscat	cars	carown	cartype	carvalue	carcatvalue	carbought	carbuy	commute	commutecat	commutetime	commutecar	commutemotorcycle	commutecarpool	commutebus	commuterail	commutepublic	commutebike	commutewalk	commutenonmotor	telecommute	reason	polview	polparty	polcontrib	vote	card	cardtype	cardbenefit	cardfee	cardtenure	cardtenurecat	card2	card2type	card2benefit	card2fee	card2tenure	card2tenurecat	carditems	cardspent	card2items	card2spent	active	bfast	tenure	churn	longmon	lnlongmon	longten	lnlongten	tollfree	tollmon	lntollmon	tollten	lntollten	equip	equipmon	lnequipmon	equipten	lnequipten	callcard	cardmon	lncardmon	cardten	lncardten	wireless	wiremon	lnwiremon	wireten	lnwireten	multline	voice	pager	internet	callid	callwait	forward	confer	ebill	owntv	hourstv	ownvcr	owndvd	owncd	ownpda	ownpc	ownipod	owngame	ownfax	news	response_01	response_02	response_03
4626-BQZAUJ-V9K	Zone 5	2,500-9,999	Female	26	25-34	June	16	Some college	Sales and Office	No	0	Less than 2	No	24	3,17805383034795	Under $25	11,7	1,297296	,260282098263167	1,510704	,412575767343212	Yes	Somewhat dissatisfied	Married	17	College degree	6	1	0	1	0	0	0	0	0	Rent	Multiple-Family	5	4 to 7	4	Lease	Domestic	9,8	Economy	No	No	Car	Single occupancy	27	Yes	No	No	No	No	No	No	No	No	No	No response	Conservative	Yes	Yes	No	Discover	None	None	Yes	8	6 to 10	American Express	Gold	Airline miles	No	4	2 to 5	14	447,67	5	101	Yes	Cereal	26	Yes	5,8	1,75785791755237	149,4	5,00662727269872	No	0	 	0	 	Yes	27,05	3,29768700529249	728,55	6,59105625745986	Yes	5,5	1,70474809223843	145	4,97673374242057	No	0	 	0	 	Yes	No	No	Other	No	No	No	No	Yes	Yes	17	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	No	No	No
2969-ODPCDX-5DC	Zone 2	> 250,000	Female	24	18-24	April	17	College degree	Operation, Fabrication, General Labor	No	1	Less than 2	No	29	3,36729582998647	$25 - $49	14	1,39258	,331158141797444	2,66742	,981111713116115	Yes	Highly dissatisfied	Unmarried	Not married	Not married	1	12	0	1	0	0	0	0	11	Own	Single-family	4	4 to 7	0	N/A	N/A	N/A	N/A	N/A	No	Telecommute	Telecommute	14	No	No	Yes	No	No	No	Yes	Yes	No	Yes	No response	Conservative	No	Yes	Yes	Discover	None	Other	No	5	2 to 5	Mastercard	Platinum	None	No	5	2 to 5	11	279,95	1	24,55	Yes	Energy bar	11	Yes	3,95	1,37371557891303	42,4	3,74714836223791	No	0	 	0	 	Yes	19,65	2,97807733831527	172,75	5,15184546264778	No	0	 	0	 	No	0	 	0	 	No	No	No	None	No	No	No	No	No	Yes	13	Yes	Yes	Yes	No	No	Yes	Yes	No	No	No	Yes	No
4974-FUBHDF-Z7L	Zone 3	> 250,000	Female	77	>65	May	15	Some college	Managerial and Professional	No	26	More than 15	Yes	11	2,39789527279837	Under $25	10,2	,255816	-1,36329684292719	,866184	-,143657921856857	No	Highly satisfied	Unmarried	Not married	Not married	1	2	0	2	0	0	0	0	0	Own	Mobile Home	57	More than 25	2	Own	Domestic	3,1	Economy	No	No	Car	Single occupancy	21	Yes	No	No	Yes	Yes	No	No	No	No	No	No response	Liberal	Yes	Yes	No	Visa	None	None	No	39	More than 15	Discover	Other	None	No	30	More than 15	10	194,95	5	107,06	Yes	Oatmeal	72	No	89,45	4,49367980995473	6495,7	8,77889569850907	Yes	75,5	4,32413265625498	5310,55	8,57745068702656	No	0	 	0	 	Yes	40,75	3,70745583968687	2865	7,96032362914884	No	0	 	0	 	Yes	No	No	None	Yes	Yes	No	No	No	Yes	23	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	No
2525-OSULNV-0KS	Zone 5	10,000-49,999	Male	36	35-49	March	19	College degree	Managerial and Professional	Yes	3	2 to 5	No	30	3,40119738166216	$25 - $49	15,5	,41385	-,882251689650732	4,23615	1,44365483787709	No	Somewhat satisfied	Unmarried	Not married	Not married	1	7	0	0	0	0	0	0	7	Own	Condominium/Townhouse	16	16 to 25	3	Own	Domestic	13,1	Economy	No	Yes	Car	Single occupancy	24	Yes	Yes	No	No	No	No	No	No	No	No	No response	Extremely liberal	Yes	Yes	Yes	American Express	None	Airline miles	No	10	6 to 10	Visa	None	Other	No	11	11 to 15	11	300,97	6	178,9	No	Cereal	37	No	6,7	1,90210752639692	233,85	5,4546798841719	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	No	No	DSL	No	No	No	No	No	Yes	15	Yes	Yes	Yes	No	Yes	Yes	Yes	No	No	No	No	No
4973-FHPBZQ-AAA	Zone 3	< 2,500	Male	55	50-64	December	14	High school degree	Service	No	23	More than 15	No	80	4,38202663467388	$75 - $124	6,5	,0312	-3,4673371841667	5,1688	1,64264055326182	No	Highly satisfied	Unmarried	Not married	Not married	1	9	2	0	0	0	0	0	7	Own	Condominium/Townhouse	27	More than 25	4	Own	Domestic	35	Standard	No	Yes	Car	Single occupancy	25	Yes	No	Yes	Yes	No	No	No	No	Yes	No	No response	Conservative	No	No	No	Visa	Other	Airline miles	Yes	21	More than 15	Discover	Platinum	Cash back	No	17	More than 15	11	394,02	3	71,41	No	Energy bar	47	No	12,25	2,50552593699074	524,4	6,26225475188954	No	0	 	0	 	No	0	 	0	 	Yes	22,25	3,10234200861225	1000	6,90775527898214	No	0	 	0	 	No	No	No	None	No	No	Yes	Yes	No	Yes	25	Yes	Yes	Yes	No	Yes	No	Yes	No	Yes	No	Yes	No
4726-RQKGNB-WAK	Zone 2	50,000-249,999	Female	60	50-64	March	18	College degree	Managerial and Professional	No	13	11 to 15	No	51	3,93182563272433	$50 - $74	7,8	1,209312	,190051602855865	2,768688	1,01837356178406	No	Highly satisfied	Married	13	High school degree	2	2	2	0	0	0	0	0	0	Rent	Multiple-Family	27	More than 25	2	Own	Domestic	25,2	Standard	No	Yes	Car	Single occupancy	26	Yes	No	Yes	Yes	No	No	No	No	No	No	No response	Conservative	Yes	Yes	No	Discover	Gold	Cash back	No	38	More than 15	Visa	Other	Airline miles	Yes	29	More than 15	9	112,47	2	44,52	Yes	Cereal	71	No	36,35	3,59319420397953	2586,85	7,85819619828621	Yes	51,25	3,93671561801852	3624,85	8,19556818712228	Yes	55,15	4,01005674569951	4064,25	8,30998450311433	Yes	28,5	3,3499040872746	2090	7,64491934495886	Yes	55,8	4,02177386938726	3819,5	8,24787480298141	Yes	Yes	Yes	Other	No	No	Yes	No	Yes	Yes	20	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	No	No	Yes
6592-QBSENI-6Y4	Zone 1	> 250,000	Female	59	50-64	February	8	Did not complete high school	Sales and Office	Yes	4	2 to 5	No	30	3,40119738166216	$25 - $49	2,8	,26292	-1,33590547558676	,57708	-,549774373904566	No	Highly satisfied	Married	10	Did not complete high school	4	1	0	1	0	0	0	0	0	Rent	Multiple-Family	6	4 to 7	0	N/A	N/A	N/A	N/A	N/A	Yes	Bus	Public transportation	15	No	No	No	Yes	No	No	No	No	No	No	No response	Moderate	Yes	Yes	No	Visa	None	None	Yes	2	2 to 5	American Express	Gold	Cash back	Yes	1	Less than 2	11	342,17	4	101,97	No	Energy bar	3	No	5,5	1,70474809223843	19,35	2,96269241947579	Yes	19,75	2,98315349134713	52,6	3,96271611974366	No	0	 	0	 	Yes	30	3,40119738166216	45	3,80666248977032	No	0	 	0	 	No	No	No	None	Yes	Yes	Yes	Yes	No	Yes	29	Yes	Yes	No	No	No	No	No	No	No	No	No	No
5538-DRGHIE-PF0	Zone 1	> 250,000	Male	28	25-34	October	11	Did not complete high school	Sales and Office	Yes	1	Less than 2	No	17	2,83321334405622	Under $25	8,2	,150552	-1,89344673951959	1,243448	,217888165936205	Yes	Somewhat dissatisfied	Married	14	High school degree	6	1	1	0	0	0	0	0	0	Rent	Single-family	5	4 to 7	3	Own	Domestic	8,2	Economy	No	No	Car	Single occupancy	23	Yes	No	No	No	No	No	No	No	No	No	No response	Slightly conservative	Yes	No	Yes	Mastercard	None	Cash back	No	7	6 to 10	Other	Other	None	No	6	6 to 10	10	381,14	2	73,22	Yes	Cereal	16	No	7,85	2,06051353179432	116,3	4,75617305952462	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	No	No	None	No	No	Yes	No	No	Yes	30	Yes	No	No	No	No	No	Yes	No	No	No	No	No
3550-PQUPPM-42T	Zone 3	10,000-49,999	Male	53	50-64	August	20	Post-undergraduate degree	Sales and Office	No	11	11 to 15	No	141	4,94875989037817	$125+	9,9	9,589833	2,26070347477083	4,369167	1,47457237308864	No	Highly satisfied	Married	17	College degree	3	1	0	1	0	0	0	0	0	Own	Single-family	20	16 to 25	0	N/A	N/A	N/A	N/A	N/A	No	Telecommute	Telecommute	23	No	Yes	No	No	No	No	No	Yes	No	Yes	No response	Conservative	Yes	Yes	Yes	Discover	Gold	None	No	13	11 to 15	American Express	Other	Airline miles	No	8	6 to 10	11	445,9	3	198,77	No	Cereal	36	Yes	3,4	1,22377543162212	122	4,80402104473326	Yes	29	3,36729582998647	1042,4	6,94928102581064	Yes	49,25	3,8969093676181	1693,6	7,43461171982065	Yes	22,25	3,10234200861225	790	6,67203294546107	Yes	61,25	4,11496384942484	2209,2	7,70038573802703	Yes	Yes	Yes	Cable modem	Yes	Yes	Yes	Yes	Yes	Yes	10	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No
9809-NBCXAS-1RB	Zone 4	< 2,500	Male	36	35-49	August	12	High school degree	Sales and Office	No	5	2 to 5	No	45	3,80666248977032	$25 - $49	8,3	,88893	-,117736786725882	2,84607	1,04593909528929	Yes	Somewhat satisfied	Unmarried	Not married	Not married	2	3	0	0	3	0	0	0	0	Rent	Multiple-Family	6	4 to 7	3	Own	Domestic	21,2	Standard	Yes	No	Car	Single occupancy	26	Yes	No	No	Yes	No	No	No	Yes	Yes	No	Prices	Liberal	Yes	No	Yes	Discover	None	None	No	13	11 to 15	American Express	None	Cash back	No	11	11 to 15	13	461,15	9	305,7	No	Cereal	38	No	6,75	1,90954250488444	244,7	5,50003297044863	No	0	 	0	 	Yes	27,4	3,31054301339402	1123,6	7,02429309523009	No	0	 	0	 	No	0	 	0	 	Yes	No	No	Cable modem	No	No	No	No	Yes	Yes	29	Yes	Yes	Yes	No	Yes	Yes	Yes	No	No	No	No	No
8733-EDAXNE-8DV	Zone 3	> 250,000	Male	47	35-49	February	20	Post-undergraduate degree	Precision Production, Craft, Repair	No	17	More than 15	No	137	4,91998092582813	$125+	13,7	3,303344	1,19493528873013	15,465656	2,73862182360145	No	Somewhat satisfied	Married	19	College degree	2	2	2	0	0	0	0	0	0	Own	Single-family	20	16 to 25	1	Own	Import	78,1	Luxury	No	No	Walk	Non-motorized	21	No	No	Yes	No	No	No	No	Yes	No	No	Prices	Extremely conservative	No	Yes	Yes	American Express	Other	None	No	29	More than 15	Discover	Gold	Airline miles	No	27	More than 15	8	416,12	8	558,23	No	Cereal	69	No	22,05	3,09331260189286	1473,3	7,29526006171331	No	0	 	0	 	Yes	44,85	3,80332358850481	2973	7,9973268229981	Yes	28,25	3,34109345759245	1885	7,54168309988211	Yes	36,45	3,59594145845467	2475,25	7,81409668000262	Yes	Yes	Yes	Cable modem	No	Yes	No	No	Yes	Yes	22	Yes	Yes	Yes	No	Yes	Yes	Yes	No	Yes	No	Yes	No
8170-YHWTSQ-825	Zone 5	50,000-249,999	Male	75	>65	April	11	Did not complete high school	Sales and Office	No	2	2 to 5	Yes	10	2,30258509299405	Under $25	2,4	,03888	-3,2472752993899	,20112	-1,6038535341402	No	Somewhat dissatisfied	Unmarried	Not married	Not married	1	1	1	0	0	0	0	0	0	Rent	Multiple-Family	35	More than 25	1	Own	Domestic	4,9	Economy	Yes	No	Train/Subway	Public transportation	24	No	No	No	Yes	Yes	Yes	No	No	No	No	No response	Slightly liberal	No	No	No	Discover	Platinum	Other	No	23	More than 15	Visa	Gold	Cash back	No	15	11 to 15	17	197,27	4	65,47	No	Oatmeal	46	No	19,8	2,98568193770049	884,75	6,78530511922557	Yes	24,75	3,2088254890147	1058	6,96413561241824	No	0	 	0	 	Yes	14	2,63905732961526	640	6,46146817635372	No	0	 	0	 	No	No	No	None	Yes	Yes	Yes	Yes	No	Yes	21	No	No	Yes	No	Yes	No	No	No	Yes	No	Yes	No
1144-GVCZDP-8DV	Zone 2	10,000-49,999	Female	49	35-49	February	22	Post-undergraduate degree	Managerial and Professional	Yes	3	2 to 5	No	73	4,29045944114839	$50 - $74	9,2	1,437224	,362713475255009	5,278776	1,66369425266236	No	Neutral	Married	20	Post-undergraduate degree	5	13	2	0	0	0	0	0	11	Own	Single-family	20	16 to 25	1	Own	Import	33,9	Standard	Yes	No	Train/Subway	Public transportation	19	No	No	No	Yes	Yes	No	No	Yes	No	No	No response	Moderate	No	No	Yes	Discover	Other	Airline miles	Yes	13	11 to 15	Visa	Platinum	Airline miles	No	13	11 to 15	4	78,22	1	21,39	Yes	Energy bar	31	Yes	7	1,94591014905531	238	5,47227067367148	Yes	19,5	2,9704144655697	598,55	6,39451006369738	Yes	57,25	4,04742764243435	1740,25	7,46178406004878	No	0	 	0	 	Yes	62,3	4,13196142579341	1879,25	7,53862804005758	Yes	Yes	Yes	Other	No	No	No	No	Yes	Yes	22	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No
8846-JJEGFU-I69	Zone 1	> 250,000	Female	59	50-64	May	13	High school degree	Managerial and Professional	No	15	11 to 15	No	63	4,14313472639153	$50 - $74	6	,59346	-,521785464002333	3,18654	1,15893568865121	No	Neutral	Unmarried	Not married	Not married	1	0	0	0	0	0	0	0	0	Rent	Multiple-Family	25	16 to 25	1	Own	Domestic	36,2	Standard	Yes	No	Car	Single occupancy	16	Yes	No	Yes	No	No	No	No	No	No	No	No response	Moderate	Yes	No	No	Discover	Gold	Airline miles	No	13	11 to 15	Mastercard	Platinum	Other	No	15	11 to 15	9	283,59	3	155,47	No	Energy bar	41	No	13	2,56494935746154	479	6,17170059741091	Yes	19,25	2,95751106073379	775,6	6,6536369233685	No	0	 	0	 	Yes	9	2,19722457733622	330	5,79909265446053	Yes	19,35	2,96269241947579	764,35	6,63902579944704	No	No	No	DSL	Yes	Yes	Yes	Yes	No	Yes	13	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	No	No	Yes
4226-TEHKPJ-GKG	Zone 1	50,000-249,999	Female	55	50-64	September	12	High school degree	Service	No	10	6 to 10	No	50	3,91202300542815	$50 - $74	5,1	1,0863	,0827774264575682	1,4637	,380967476507764	No	Somewhat dissatisfied	Married	11	Did not complete high school	3	0	0	0	0	0	0	0	0	Own	Single-family	32	More than 25	2	Own	Domestic	31,8	Standard	No	No	Car	Single occupancy	21	Yes	No	No	No	No	No	No	No	No	No	No response	Moderate	Yes	No	No	American Express	None	Airline miles	No	22	More than 15	Mastercard	None	Other	No	15	11 to 15	11	501,11	2	63,31	No	Oatmeal	49	No	9,3	2,23001440015921	465,5	6,14311209671712	Yes	53,5	3,97968165390196	2663,3	7,88732123436933	No	0	 	0	 	Yes	42	3,73766961828337	2060	7,63046126178363	No	0	 	0	 	No	Yes	No	None	Yes	Yes	Yes	Yes	No	Yes	29	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	No
9714-LCYJJB-SCS	Zone 5	50,000-249,999	Male	25	25-34	April	14	High school degree	Managerial and Professional	No	1	Less than 2	No	50	3,91202300542815	$50 - $74	10,5	1,218	,197210169287705	4,032	1,39426253076907	Yes	Somewhat dissatisfied	Unmarried	Not married	Not married	5	1	0	1	0	0	0	0	0	Rent	Multiple-Family	3	4 to 7	0	N/A	N/A	N/A	N/A	N/A	Yes	Walk	Non-motorized	15	No	No	No	No	Yes	No	No	Yes	No	No	No response	Slightly conservative	No	No	Yes	Discover	Other	Other	No	7	6 to 10	Visa	None	None	No	7	6 to 10	11	391,97	4	166,43	Yes	Energy bar	46	No	14,45	2,67069441455844	659,35	6,49125450125371	No	0	 	0	 	Yes	29,75	3,39282913199164	1319,5	7,18500815594338	Yes	26,5	3,27714473299218	1150	7,0475172213573	No	0	 	0	 	Yes	Yes	No	DSL	No	No	No	No	No	Yes	22	Yes	Yes	Yes	No	Yes	No	Yes	No	Yes	No	No	Yes
2866-TTOTKL-TA7	Zone 5	2,500-9,999	Male	78	>65	September	11	Did not complete high school	Service	No	30	More than 15	Yes	28	3,3322045101752	$25 - $49	9,8	1,635424	,491902097946852	1,108576	,103076308842652	No	Highly satisfied	Married	15	Some college	2	9	0	0	0	0	0	0	9	Rent	Condominium/Townhouse	36	More than 25	2	Own	Domestic	15,8	Economy	Yes	No	Bus	Public transportation	34	No	No	Yes	Yes	No	No	No	No	No	Yes	Convenience	Moderate	No	Yes	Yes	Visa	Platinum	Cash back	No	14	11 to 15	Other	None	None	Yes	12	11 to 15	5	163,72	7	227,41	No	Oatmeal	31	No	5	1,6094379124341	133,35	4,89297725062802	No	0	 	0	 	No	0	 	0	 	Yes	10,75	2,37490575457367	295	5,68697535633982	No	0	 	0	 	No	No	No	None	No	No	No	No	No	Yes	20	Yes	Yes	Yes	No	No	No	No	No	Yes	Yes	No	No
7217-UECHSF-PCR	Zone 1	> 250,000	Female	48	35-49	November	11	Did not complete high school	Sales and Office	No	2	2 to 5	No	23	3,13549421592915	Under $25	18,7	2,051577	,718608765707804	2,249423	,810673738884385	Yes	Somewhat dissatisfied	Unmarried	Not married	Not married	2	9	0	0	0	2	0	0	7	Own	Condominium/Townhouse	22	16 to 25	2	Own	Domestic	9,3	Economy	No	No	Car	Single occupancy	23	Yes	No	Yes	No	No	No	No	No	No	No	No response	Slightly conservative	No	No	No	Other	Platinum	Cash back	No	11	11 to 15	Mastercard	Gold	None	No	10	6 to 10	11	268,09	5	83,11	Yes	Cereal	23	No	6,5	1,87180217690159	169,8	5,13462127387725	Yes	34,75	3,5481795720108	763,75	6,63824051048581	No	0	 	0	 	Yes	15,75	2,75684036527164	345	5,84354441703136	Yes	19,7	2,98061863574394	387,9	5,96074757444592	No	No	No	Dial-up	Yes	Yes	Yes	Yes	No	Yes	28	Yes	Yes	Yes	No	Yes	No	No	No	No	Yes	No	Yes
0197-AMEAYR-851	Zone 5	> 250,000	Male	47	35-49	August	19	College degree	Sales and Office	No	1	Less than 2	No	75	4,31748811353631	$75 - $124	2,2	,1023	-2,27984560602456	1,5477	,436769957936577	No	Somewhat satisfied	Married	21	Post-undergraduate degree	2	6	0	0	0	0	0	0	6	Rent	Multiple-Family	24	16 to 25	1	Own	Import	46,1	Luxury	Yes	No	Carpool	Multiple occupancy	22	No	No	Yes	No	No	No	No	No	No	No	Prices	Slightly liberal	No	No	Yes	American Express	None	Other	No	15	11 to 15	Discover	Other	Other	No	12	11 to 15	14	333,68	5	136,67	No	Cereal	21	Yes	6,15	1,81645208181843	141,25	4,95053137002655	No	0	 	0	 	Yes	26,35	3,27146827498737	516,3	6,2466879918856	Yes	13,75	2,62103882411258	290	5,66988092298052	No	0	 	0	 	No	No	No	None	No	No	No	No	Yes	Yes	19	Yes	Yes	Yes	No	Yes	Yes	No	No	No	No	Yes	No
1743-WAHPKT-DNW	Zone 5	> 250,000	Male	75	>65	February	10	Did not complete high school	Sales and Office	No	11	11 to 15	No	28	3,3322045101752	$25 - $49	3,3	,394548	-,930014473093965	,529452	-,63591276960785	No	Somewhat dissatisfied	Married	10	Did not complete high school	2	0	0	0	0	0	0	0	0	Own	Condominium/Townhouse	13	8 to 15	1	Own	Domestic	13,8	Economy	No	No	Bus	Public transportation	20	No	No	No	Yes	No	No	No	Yes	No	No	No response	Conservative	Yes	Yes	No	American Express	Gold	Cash back	No	3	2 to 5	Mastercard	Gold	Other	No	6	6 to 10	10	453,52	6	163,55	No	Oatmeal	16	No	4,3	1,45861502269952	75	4,31748811353631	Yes	22,5	3,11351530921037	368,3	5,90889782345102	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	No	No	None	No	Yes	No	No	No	Yes	12	Yes	Yes	Yes	No	No	No	No	No	No	No	Yes	No
9840-VEWFQZ-W5V	Zone 3	> 250,000	Female	43	35-49	August	19	College degree	Sales and Office	No	4	2 to 5	No	33	3,49650756146648	$25 - $49	12,6	2,116422	,749726927004207	2,041578	,713723038248205	No	Highly dissatisfied	Married	20	Post-undergraduate degree	2	5	0	0	0	0	0	0	5	Own	Condominium/Townhouse	11	8 to 15	1	Own	Import	17,2	Economy	No	No	Car	Single occupancy	22	Yes	No	Yes	No	No	No	No	No	No	No	No response	Moderate	Yes	No	Yes	Discover	None	Airline miles	Yes	9	6 to 10	American Express	Gold	Airline miles	No	3	2 to 5	14	272,44	9	253,58	Yes	Energy bar	27	No	6,65	1,89461685466776	201,55	5,30603748956317	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	No	No	None	No	No	No	No	No	Yes	18	Yes	Yes	Yes	No	No	No	Yes	No	No	No	No	No
6203-JLXPIJ-YQZ	Zone 5	< 2,500	Male	45	35-49	December	10	Did not complete high school	Operation, Fabrication, General Labor	No	15	11 to 15	No	44	3,78418963391826	$25 - $49	13,6	,98736	-,0127205644093803	4,99664	1,60876568654089	No	Somewhat dissatisfied	Married	9	Did not complete high school	5	1	1	0	0	0	0	0	0	Own	Single-family	25	16 to 25	1	Own	Import	30,9	Standard	Yes	No	Walk	Non-motorized	39	Yes	No	Yes	Yes	Yes	No	No	Yes	No	No	No response	Slightly conservative	Yes	No	No	Mastercard	Gold	Cash back	Yes	27	More than 15	Visa	Platinum	Other	Yes	20	More than 15	9	283,72	2	54,74	Yes	Energy bar	62	No	16,15	2,78192004966867	1016,85	6,92446489254508	No	0	 	0	 	No	0	 	0	 	Yes	28,25	3,34109345759245	1730	7,45587668749182	No	0	 	0	 	Yes	No	No	None	No	No	No	No	No	Yes	13	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No
4166-WEDNXN-5RK	Zone 5	2,500-9,999	Male	21	18-24	December	16	Some college	Service	No	0	Less than 2	No	31	3,43398720448515	$25 - $49	9,2	,77004	-,261312817431713	2,08196	,733309757712349	Yes	Highly dissatisfied	Unmarried	Not married	Not married	1	6	1	0	0	2	0	0	3	Rent	Multiple-Family	1	Less than 3	2	Own	Domestic	16	Economy	Yes	No	Train/Subway	Public transportation	25	No	Yes	No	Yes	Yes	No	No	No	No	No	No response	Conservative	No	Yes	Yes	Discover	Platinum	None	No	3	2 to 5	Mastercard	None	None	No	2	2 to 5	9	196,56	3	89,2	Yes	Energy bar	13	No	4,75	1,55814461804655	47,55	3,8617817889914	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	No	No	Dial-up	No	No	No	No	No	Yes	17	Yes	Yes	Yes	No	Yes	No	Yes	No	No	Yes	No	No
4643-WSLHBV-DM5	Zone 2	> 250,000	Male	53	50-64	December	21	Post-undergraduate degree	Service	No	19	More than 15	No	284	5,64897423816121	$125+	9,4	15,456984	2,73806094003993	11,239016	2,41939129614932	Yes	Somewhat dissatisfied	Unmarried	Not married	Not married	1	2	0	0	2	0	0	0	0	Own	Single-family	25	16 to 25	2	Own	Domestic	92,4	Luxury	No	No	Car	Single occupancy	29	Yes	No	No	No	No	No	No	No	No	Yes	No response	Conservative	Yes	No	Yes	Discover	None	Airline miles	Yes	30	More than 15	Visa	None	Cash back	No	18	More than 15	12	1010,34	5	285,59	No	Oatmeal	48	No	13,35	2,59151638484626	661,55	6,49458556648842	Yes	45	3,80666248977032	2199,2	7,69584893685104	No	0	 	0	 	Yes	13,75	2,62103882411258	540	6,29156913955832	Yes	57,05	4,04392807630808	2716,6	7,90713637738839	Yes	Yes	Yes	Cable modem	Yes	Yes	Yes	Yes	Yes	Yes	13	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No
1441-JNZRPW-8KQ	Zone 3	10,000-49,999	Female	30	25-34	December	13	High school degree	Operation, Fabrication, General Labor	No	8	6 to 10	No	49	3,89182029811063	$25 - $49	2,1	,193452	-1,64272585930028	,835548	-,179667481968546	No	Somewhat satisfied	Unmarried	Not married	Not married	1	2	2	0	0	0	0	0	0	Own	Mobile Home	3	4 to 7	3	Own	Domestic	28,8	Standard	No	No	Bus	Public transportation	34	Yes	No	No	Yes	Yes	No	No	No	No	No	No response	Moderate	No	No	Yes	Visa	Platinum	Other	Yes	2	2 to 5	Mastercard	Gold	Airline miles	Yes	2	2 to 5	12	221,56	6	133,45	No	Energy bar	3	Yes	4,05	1,39871688111845	11,15	2,41143949790613	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	No	No	None	No	No	No	No	Yes	Yes	18	Yes	Yes	Yes	No	No	Yes	Yes	No	No	No	No	No
5811-BKUTYY-F7I	Zone 2	> 250,000	Female	58	50-64	May	19	College degree	Operation, Fabrication, General Labor	No	18	More than 15	Yes	15	2,70805020110221	Under $25	7,6	,08436	-2,47266192337156	1,05564	,0541472180704463	No	Highly satisfied	Unmarried	Not married	Not married	1	4	0	0	0	0	0	0	4	Rent	Multiple-Family	11	8 to 15	1	Own	Import	9,2	Economy	No	No	Carpool	Multiple occupancy	20	No	No	Yes	No	No	No	No	Yes	No	Yes	No response	Moderate	No	No	Yes	Mastercard	None	Cash back	No	19	More than 15	Discover	Other	Airline miles	Yes	10	6 to 10	4	65,08	6	57,7	No	Cereal	42	No	16,55	2,80638610182307	710,95	6,56660210384238	No	0	 	0	 	No	0	 	0	 	Yes	30,75	3,42588999425253	1270	7,14677217945264	No	0	 	0	 	No	No	No	DSL	No	Yes	No	Yes	No	Yes	16	Yes	Yes	Yes	No	Yes	Yes	No	No	No	No	No	No
0926-OZQUQX-GXA	Zone 2	50,000-249,999	Male	35	35-49	January	11	Did not complete high school	Managerial and Professional	Yes	5	2 to 5	No	17	2,83321334405622	Under $25	2,3	,254932	-1,36675843605226	,136068	-1,99460051820443	Yes	Somewhat dissatisfied	Married	9	Did not complete high school	4	4	0	0	0	0	0	0	4	Own	Single-family	11	8 to 15	1	Own	Import	11,4	Economy	No	No	Walk	Non-motorized	24	No	No	No	No	No	No	No	Yes	No	No	No response	Moderate	No	No	No	Discover	Platinum	Other	Yes	17	More than 15	Mastercard	None	None	No	17	More than 15	12	192,19	8	153,43	Yes	Energy bar	48	No	12,9	2,55722731136763	555,75	6,32031855284431	No	0	 	0	 	No	0	 	0	 	Yes	10	2,30258509299405	515	6,24416690066374	No	0	 	0	 	Yes	No	No	None	No	No	Yes	No	No	Yes	26	No	Yes	Yes	No	Yes	No	No	No	Yes	No	No	No
